User Id,Quesh,Quesh Date,Respo
83,What would be the best Halloween costume for this year?,2021-10-22,I dont do Halloween. 
6,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Horse back riding because I think it is powerful to be able to control such a large animal! ?
5,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,"Id love to be a gymnast! When I was younger I enjoyed gymnastics, cheerleading and dancing. Now I enjoy yoga & dancing. "
23,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Either snowboarding because I love it or diving because Tom Daley 
22,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,"Ballet if thats a sport? If not, swimming. "
15,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Equestrian
51,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,"Basketball - great contracts, long career, not a huge physical toll, and a summer offseason ?"
14,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Probably tennis for the high-end sponsors ?
48,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Skateboarding 
17,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Hang gliding 
11,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Football
4,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Gymnastics ??
67,"If you could be a professional athlete in any one sport, which would you choose?",2021-10-21,Tennis!!! ?
5,What memory will always make you laugh?,2021-10-20,Most memories made with my husband and my children! ??????
84,What memory will always make you laugh?,2021-10-20,"When I found a dead bat (it looked like a gremlin) and put it on my boyfriends roommates car as a practical joke! He was so freaked out by it. Even better my friends tell this story as an example of how warped my sense of humor is, and that just makes me laugh more."
14,What memory will always make you laugh?,2021-10-20,Greene St w Thomas jumping out of the Jeep unaware of the slight decline ? 
77,What memory will always make you laugh?,2021-10-20,I dont have just one memory and to good ones to leave out. Just some of the crazy things I did when I was in my 20s and now looking back saying wow I was that wild out lol
67,What memory will always make you laugh?,2021-10-20,When my husband fell of a chairlift and basically flipped over backwards ?? there may have been some drinking involved 
23,What memory will always make you laugh?,2021-10-20,All of the antics I used to get into with my neighbors ? its hard to choose just one 
62,What memory will always make you laugh?,2021-10-20,Memories with my mom.
4,What memory will always make you laugh?,2021-10-20,1) Alana and I ghost riding the whip and breaking the door ? 2) Almost sending my Mom & Sister an Apple photo memory video that I accidentally thought contained a nudie video and then laughing about it with Alana ??? 3) Everything about my first trip to UCF ? 4) Deans infamous trip to the airport after Lilac Blossom now we can laugh about it ? 5) Shooting Charlies extended boat warranty commercial ?
11,What memory will always make you laugh?,2021-10-20,There are way too many to list just one! ? 
48,What song(s) can’t you help but sing along to?,2021-10-19,"Too many to list but anything Brandi Carlile, Elton John (rocket man), Dolly (9-5, Jolene), Britney Spears (duh!), anything Abba or Queen- the list goes on! "
15,What song(s) can’t you help but sing along to?,2021-10-19,"September by Earth, Wind and Fire"
13,What song(s) can’t you help but sing along to?,2021-10-19,Any song by Kim Petras!
14,What song(s) can’t you help but sing along to?,2021-10-19,Almost every song I know I sing along to!
11,What song(s) can’t you help but sing along to?,2021-10-19,I Wanna Dance with Somebody! 
22,What song(s) can’t you help but sing along to?,2021-10-19,Teenage dream by Katy Perry my life would suck without you by kelly clarkston dont stop me now by queenhow to love by lil wayneshake what your mama by marvin brooksneed to know by doja cat josslyn by olivia obrien. the best by tina turner. i could go on and on and on hahaha 
51,What song(s) can’t you help but sing along to?,2021-10-19,Catchy MoTown tracks or R&B songs usually leave me helpless here. I apparently wish I was a singer. My Girl - The Temptations Let It Burn - Usher Aint No Mountain High Enough - Marvin Gaye Back At One - Brian McKnight Let Me Love You - Mario .. to name a few Bonus hip hop tracks just for fun: Whats Your Fantasy - Ludacris Wangsta - 50 Cent Ms. Jackson - Outkast Shoulder Lean - Young Dro
23,What song(s) can’t you help but sing along to?,2021-10-19,"Waving Through a Window, Unwritten, Look at Me Now, and I Wright Sins Not Tragedies"
4,What song(s) can’t you help but sing along to?,2021-10-19,How Do I Live - LeAnn Rimes ?
5,What song(s) can’t you help but sing along to?,2021-10-19,"Great question, so many to choose from! Most of Kid Rocks songs!?? Teddy Pendergrass Keith Sweat "
61,What song(s) can’t you help but sing along to?,2021-10-19,Love yourself by JB
77,What's your favorite thing about your hometown?,2021-10-18,Just going back to my grandmothers home and to see it have not changed over the years. Everything is still the same as I was growing up. Its time travel when I go back.
83,What's your favorite thing about your hometown?,2021-10-18,My family
67,What's your favorite thing about your hometown?,2021-10-18,My parents house ?
14,What's your favorite thing about your hometown?,2021-10-18,"I think the fact that its my hometown makes it special, as for favorites idk theres many. It could be boring to some but my appreciation for it has grown over the years especially after leaving "
4,What's your favorite thing about your hometown?,2021-10-18,The community 
20,What's your favorite thing about your hometown?,2021-10-18,Its where I met my best friend 
23,What's your favorite thing about your hometown?,2021-10-18,Leaving it
1,What's your favorite thing about your hometown?,2021-10-18,HOME ?
11,What's your favorite thing about your hometown?,2021-10-18,The friends and family I still have there. 
77,What has been the highlight of your week?,2021-10-17,Yesterday was a great night. I got to hang out with good friends for drinks and food. I have not been out to a drag show in months.
11,What has been the highlight of your week?,2021-10-17,Starting a fun new gig in Key West! ? 
14,What has been the highlight of your week?,2021-10-17,"A lovely dinner, the beautiful weather in NY, and preparing for my brothers upcoming wedding!"
6,What has been the highlight of your week?,2021-10-17,"Getting to see street performers last Sunday, submitting an essay and feeling good about it, and getting to spend time with family and dog, and getting a night to myself on Friday enjoying a lovely dinner and entertainment ?pretty solid week if you ask me!!! "
67,What has been the highlight of your week?,2021-10-17,"Took a walk to a brewery down the street from us on Saturday! Very cute spot and beautiful weather, great way to spend a day!"
23,What has been the highlight of your week?,2021-10-17,My day hike with Thomas! 
81,What has been the highlight of your week?,2021-10-17,Spending quality time with friends and family 
5,What has been the highlight of your week?,2021-10-17,"Have an unexpected visit from my BFF Donna and her 41/2 month old puppy Nayla! We had a good time, so much fun! "
62,What has been the highlight of your week?,2021-10-17,"My highlight, was hanging out with my grandchildren."
48,What has been the highlight of your week?,2021-10-17,Spending precious time with family and my 6 year old niece! ?
1,What has been the highlight of your week?,2021-10-17,Shopping??? and festivities ???
4,What has been the highlight of your week?,2021-10-17,Lots of exciting stuff professionally happened this week and on the personal side I was able to celebrate some great times with friends! ?
61,What has been the highlight of your week?,2021-10-17,The highlight has been seeing a few friends I haven't seen in months due to work/life. 
48,What is the most attractive trait?,2021-10-16,Kindness
6,What is the most attractive trait?,2021-10-16,Honesty cuz everyone is so fake today yea I said it! ???
5,What is the most attractive trait?,2021-10-16,A beautiful soul. A genuine personality. 
23,What is the most attractive trait?,2021-10-16,When a person takes an interest in your life
51,What is the most attractive trait?,2021-10-16,Kindness
22,What is the most attractive trait?,2021-10-16,Thoughtfulness for others around them 
46,What is the most attractive trait?,2021-10-16,Personality 
15,What is the most attractive trait?,2021-10-16,Someone who listens and pays attention to you.
4,What is the most attractive trait?,2021-10-16,"Tie between honesty, self-awareness, and passion ?"
61,What is the most attractive trait?,2021-10-16,"A good sense of humor. A good laugh can literally turn your whole day around. Not that you should depend on another person for your happiness, but it definitely makes it easier with good natured people around you. "
11,What is the most attractive trait?,2021-10-16,Confidence 
77,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,Today Im a 10 I can happy say. I just thank the man in the sky for letting me see another day. 
14,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,I feel like I always say this but it depends on the day ?
6,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,10 right now because I just walked and ate salad but like had a donut for breakfast lmao so its all about balance??on the average day probably a solid 5 or 6
67,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,7ish 
11,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,"8. I normally feel 10, but the last few days have had me a bit off. Time to meditate! ? "
22,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,8
20,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,"This varies from day to day. Health has so many factors. Today I feel a 6, yesterday was a 8 "
75,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,7 maybe? I know I'd feel better if I drank more water and exercised. 
15,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,Today on a 4 because I ate a fried pizza last night. I need to get better with what I eat and go back to packed salads 
4,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,"6.5 I could definitely be better! However, Im excited about the room to grow! ????????????"
1,"On a scale from 1 to 10, how healthy do you feel?",2021-10-15,7 ?
77,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,What can I do better now to make sure you live good? 
64,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,Did you have to choose between success and happiness? 
6,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,Are you happy? 
48,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,Did we ever stop living in so much fear?!
14,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,Id ask if I accomplished my dreams/goals
15,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,How is your heart?
1,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,Is it all worth it??? 
11,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,Any regrets? 
4,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,"Hi, baby! How are you?! ??"
51,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,Boring but real answer : What advice do you have? Id leave it broad & let my future self decide what I need to hear Fun answer : do the Patriots win a Super Bowl with Mac Jones? 
73,"If you had the chance to meet your future self, what would you ask first?",2021-10-14,What was the best decision you made?
20,What are the best type of M&M's?,2021-10-13,Green for sure 
9,What are the best type of M&M's?,2021-10-13,Peanut
5,What are the best type of M&M's?,2021-10-13,My favorite and the best are Peanut M&Ms! ?
23,What are the best type of M&M's?,2021-10-13,Am not a huge fan of M&Ms to be honest 
14,What are the best type of M&M's?,2021-10-13,Either crispy or pretzel
28,What are the best type of M&M's?,2021-10-13,Peanut 
77,What are the best type of M&M's?,2021-10-13,All M&Ms! ??
67,What are the best type of M&M's?,2021-10-13,Peanut butter but I have a special place in my heart for peanut m&ms #iykyk ?
75,What are the best type of M&M's?,2021-10-13,With Almonds
11,What are the best type of M&M's?,2021-10-13,Peanut 
48,What are the best type of M&M's?,2021-10-13,Peanut Butter!
51,What are the best type of M&M's?,2021-10-13,I wish I never knew peanut butter m&ms existed 
80,What are the best type of M&M's?,2021-10-13,They all taste the same. But I prefer the peanut butter ones 
22,What are the best type of M&M's?,2021-10-13,peanut ? 
1,What are the best type of M&M's?,2021-10-13,?
4,What are the best type of M&M's?,2021-10-13,Peanut. ? *End Rant*
20,What area of your life should you pay more attention to?,2021-10-12,Would have to say my finances hahaha 
48,What area of your life should you pay more attention to?,2021-10-12,My inner voice 
78,What area of your life should you pay more attention to?,2021-10-12,My weight. I'm working on it though. 
14,What area of your life should you pay more attention to?,2021-10-12,That changes month to month ?
15,What area of your life should you pay more attention to?,2021-10-12,Finding jobs that make my heart happy and what I can do to further my growth. I took a job thinking it would be good for me and now Im looking for something more 
80,What area of your life should you pay more attention to?,2021-10-12,Friendship & relationships 
17,What area of your life should you pay more attention to?,2021-10-12,My friends. 
75,What area of your life should you pay more attention to?,2021-10-12,"My parents are getting elderly, I need to make the time to visit them and help out more. It's such a strange feeling when the caregiver roles reverse."
77,What area of your life should you pay more attention to?,2021-10-12,I should play more attention to being focused on things in my life. I have to say sometimes I have a hard time staying focused on just getting things done in life and putting people in my life the center of my attention at times. This is something that I am aware of and I dedicated this money to put more attention to that.
11,What area of your life should you pay more attention to?,2021-10-12,HealthI need to do more yoga. 
5,What area of your life should you pay more attention to?,2021-10-12,"Bone health. Getting more calcium and vitamin D to support my bones as I age. Going through my personal belongings, as we prepare to downsize. "
4,What area of your life should you pay more attention to?,2021-10-12,"My fitness and nutrition ????????????? business, too!"
79,What was the most memorable vacation you’ve ever been on?,2021-10-11,London with TJ and Lenore 
48,What was the most memorable vacation you’ve ever been on?,2021-10-11,Ill never forget my time in Ireland ?
78,What was the most memorable vacation you’ve ever been on?,2021-10-11,To the Grand Canyon with my family. 
14,What was the most memorable vacation you’ve ever been on?,2021-10-11,"I think every vacation is memorable, all for different reasons!"
67,What was the most memorable vacation you’ve ever been on?,2021-10-11,Bali for my honeymoon
51,What was the most memorable vacation you’ve ever been on?,2021-10-11,Alaska. I probably said this is most beautiful thing Ive ever seen every day I was there. One week on land & one week on a cruise. Denali National Park is probably the coolest place Ive ever been in my life. 
77,What was the most memorable vacation you’ve ever been on?,2021-10-11,"I was on vacation Costa Rica. It was my first time there And I got to do a lot of adventurous things I always wanted to do. I got to finally do white water rafting, zip lining and also riding ATVs. I want to step outside of the box on this trip it was the most fun I ever had."
15,What was the most memorable vacation you’ve ever been on?,2021-10-11,My family each year would go to the Outer Banks in North Carolina and would just get away for a a week. Just the beach and us
17,What was the most memorable vacation you’ve ever been on?,2021-10-11,Traveling Europe by Eurorail
4,What was the most memorable vacation you’ve ever been on?,2021-10-11,"? tough one its a tie between my first trip to Atlanta and my Halloween trip back to FL ???????? I worked so hard that semester to pay for everything we did and also was in peak shape. Such an amazing time! Now that I think of it all of my trips abroad were pretty memorable, too! Especially London, Wales, Bristol, Mykonos and Paris anddddd now I want to travel! ? #loveyoudelta"
11,What was the most memorable vacation you’ve ever been on?,2021-10-11,Visiting London and Paris has been my favorite vacation so far.
5,What is something that positively affects your mental health?,2021-10-10,The Sunrise & Sunset! ??
14,What is something that positively affects your mental health?,2021-10-10,Sleeping well
15,What is something that positively affects your mental health?,2021-10-10,Going for walks outside. I thankfully live near a park so I put my headphones in and breathe in the fresh air
51,What is something that positively affects your mental health?,2021-10-10,Spending time around people who care about me. Knowing that you are loved is a powerful thing. 
67,What is something that positively affects your mental health?,2021-10-10,Running!
11,What is something that positively affects your mental health?,2021-10-10,Meditation is my go-to when Im feeling stressed or anxious. ? 
4,What is something that positively affects your mental health?,2021-10-10,"Yoga, Running, Music, OneQuesh, Hot Showers, Cuddles, Therapy Sessions, Massages ? I have lots of tools ?? #happyworldmentalhealthday"
48,What is something that positively affects your mental health?,2021-10-10,Daily walks without my phone. ?
6,What is something that positively affects your mental health?,2021-10-10,"Music, 100% always puts me in a good mood! But also food ?"
48,"If you could only listen to one singer or band for the rest of your life, who would you choose?",2021-10-09,Brandi Carlile - always touches my soul!
51,"If you could only listen to one singer or band for the rest of your life, who would you choose?",2021-10-09,"I dont know if Id say hes my favorite artist, but probably Curren$y. His catalog is massive and its all good. I think thats the safer pick vs an artist with just 2-3 albums "
4,"If you could only listen to one singer or band for the rest of your life, who would you choose?",2021-10-09,Beyoncé 
11,"If you could only listen to one singer or band for the rest of your life, who would you choose?",2021-10-09,"This is really tough, but I think I have to go with Billy Holiday. And yes, worldIm gay. ? "
15,"If you could only listen to one singer or band for the rest of your life, who would you choose?",2021-10-09,Frank Sinatra or Goth Babe
5,"If you had the world’s attention for 30 seconds, what would you say?",2021-10-08,Think about others before yourself. Mean people suck. 
14,"If you had the world’s attention for 30 seconds, what would you say?",2021-10-08,"Honestly Id probably end up spend 15 seconds introducing myself, asking everyone how theyre doing and the remaining 15 saying goodbye/thanking everyone for their time ?"
11,"If you had the world’s attention for 30 seconds, what would you say?",2021-10-08,"If we cant find a way to make equality, kindness, compassion, giving and the preservation of our earth our top priorities, then what are we doing? "
4,"If you had the world’s attention for 30 seconds, what would you say?",2021-10-08,"Hi, world! Check out the OneQuesh app for a good time. Thanks, hotties! ????"
51,"If you had the world’s attention for 30 seconds, what would you say?",2021-10-08,"Thats heavy.. idk. Probably something about how we only have one planet, so we need to take better care of it. I think preserving our habitat pertains to everyone in the world, so thats a pretty good common interest we should all have ?"
76,"If you had the world’s attention for 30 seconds, what would you say?",2021-10-08,Be kind
22,"If you had the world’s attention for 30 seconds, what would you say?",2021-10-08,"wow this is an amazing question i would probably say names and websites or social media channels of people who educate on a variety of really important things like social justice, climate crisis, education equity, etc so then people would leave my 30 second speech with a ton of resources to learn and grow and lift up those doing the hard work "
73,"If you had the world’s attention for 30 seconds, what would you say?",2021-10-08,Look out for one another. You never know what others are going through and everyone needs a hand sometimes. Take things slowly. One challenge one triumph at a time because its all fleeting and precious. Fully experience every part before they come memory. 
54,What has been the best decision you've ever made?,2021-10-07,Best decision I have ever made was to stop letting road blocks prevent me from moving forward with my path/dream. I did the high jump in high school and now I jump over the road blocks and continue forward to where I want/need to be 
51,What has been the best decision you've ever made?,2021-10-07,"I moved to a place Id never been - away from any support system Id ever known - to be with someone Id only been dating for 6 months 7 years later were happily married, have a house, dog & newborn together. "
61,What has been the best decision you've ever made?,2021-10-07,"To come out. Definitely more acceptable these days, but it helped with my mental health as well."
75,What has been the best decision you've ever made?,2021-10-07,Getting divorced.
57,What has been the best decision you've ever made?,2021-10-07,To take a job with the Federal Government back in 1966. My civil service pension is so much more than Social Security benefits. I took an early out in 1995 and have been getting checks since then! Meanwhile during that same period of retirement I have had various careers and obtained Social Security coverage and now get a check from them too. I am independent and financially able to take care of myself and therefore able to live a rich full life not a burden to my children. 
11,What has been the best decision you've ever made?,2021-10-07,Getting into hospitality. I love it! ? 
15,What has been the best decision you've ever made?,2021-10-07,Coming to New York City. It has its downsides but I have my guy to help me get through 
67,What has been the best decision you've ever made?,2021-10-07,Moving to Scituate to raise my family! 
50,What has been the best decision you've ever made?,2021-10-07,Marrying my husband. We are celebrating 25 years married this year!!
4,What has been the best decision you've ever made?,2021-10-07,1) Reading the Power of Myth by Joseph Campbell 2) Accepting my offer to BU 3) Moving to London 4) Moving back from London No particular order #noregrets
33,What has been the best decision you've ever made?,2021-10-07,To collect the best people I meet on my life travels and keep them as lifelong friends 
6,What weird food combination do you enjoy most?,2021-10-06,Pretzels and barbecue sauce and also Oreos and peanut butter ?
5,What weird food combination do you enjoy most?,2021-10-06,"Sardines with Sriracha on saltine crackers! Oh, so yummy for the tummy! ????"
43,What weird food combination do you enjoy most?,2021-10-06,Ice cream with potato chips ?
70,What weird food combination do you enjoy most?,2021-10-06,Chicken nuggets dipped in frosty from Wendys 
68,What weird food combination do you enjoy most?,2021-10-06,mac and cheese with guacamole and hot sauce
15,What weird food combination do you enjoy most?,2021-10-06,Mayo and ketchup! 
61,What weird food combination do you enjoy most?,2021-10-06,Jelly on a cinnamon raisin bread toasted with an egg. 
22,What weird food combination do you enjoy most?,2021-10-06,Toasted bread with butter and dill pickle spears ?
11,What weird food combination do you enjoy most?,2021-10-06,French fries dipped in soft serve vanilla ice cream. ? 
51,What weird food combination do you enjoy most?,2021-10-06,Is putting pickles on your steak & cheese weird? Its delicious 
67,What weird food combination do you enjoy most?,2021-10-06,Egg whites and jelly on toast
66,What weird food combination do you enjoy most?,2021-10-06,"Love fries dipped in mayo. I think if I lived in Europe it would be more widely accepted but I get looks of disgust here in the US. Oh well, I think its good! ??"
4,What weird food combination do you enjoy most?,2021-10-06,I love sriracha on almost anything but LOVE peanut butter on a burger ? ?
64,What weird food combination do you enjoy most?,2021-10-06,Found out I like avocado and milk with sugar (its a Filipino thing)? Thanks Chloe!
64,Who has been your best teacher and why?,2021-10-05,"There are so many teachers in my life but the best have been my father and mother. When the conversation wasnt about my day or school or work, I would learn something new from my dad about nature, art, God, myself, or a random diy house project. He taught me that I can do almost anything if Im willing to be creative and to take action. Because my parents are a package deal I must include my mom. She taught me that Im never alone, that I am worthy of love, and that there is always something you can offer to another. She taught me to be like butter, dont let things stick to you can let them slide right off of you. Shes also taught me how to live a life like Jesus by being like him and by loving so gracefully. I have two of the best teachers and they love me and each other, how lucky."
9,Who has been your best teacher and why?,2021-10-05,LIFE
61,Who has been your best teacher and why?,2021-10-05,Ms Robert's. She was a true definition of an independent woman and showed being intelligent but also advocating for yourself was just as important.
52,Who has been your best teacher and why?,2021-10-05,"I had a teacher in high school who motivated us to be successful but also to have fun, and even get into some controlled trouble. He treated us like adults, and really challenged us. His class was known for being the most difficult amongst the school, but students excelled at his class because of him and the environment he created for us, getting ready to be adults. "
57,Who has been your best teacher and why?,2021-10-05,"My 4 kids! I had one every decade and each one taught me about their generation! Thats why at 75 I am kind of tech savvy and like todays music, movies, and can adapt to the here and now. The good old days for me are NOW! "
15,Who has been your best teacher and why?,2021-10-05,"My mother because shes the strongest woman I know, has been through so much, and still continues to give love and support to others "
55,Who has been your best teacher and why?,2021-10-05,"My philosophy teacher in my last year of high school. She made me fall in love with words, deep thinking, and profound ideas"
23,Who has been your best teacher and why?,2021-10-05,Life. Because she never stops teaching! 
13,Who has been your best teacher and why?,2021-10-05,My mother and Jeremy!
51,Who has been your best teacher and why?,2021-10-05,"I had a prof in college who had a reputation for being tough. People avoided his classes - but there was a string of classmates who swore by him. I took two of his courses in the same semester & decided to totally buy whatever he was selling. He probably did his homework on me & knew I didnt have the GPA of his other students because he challenged me individually - but was always coming from a sense of You can do this. He had high expectations, but his lessons forced me to change as a student - I became more accountable, took better notes, asked questions. This forced me to be more engaged & I learned more from his class than any other of my coursework. I challenged myself by taking the course, but he met my challenge by pushing me. He wanted me to succeed & made me believe I could"
50,Who has been your best teacher and why?,2021-10-05,"My 3rd grade teacher, Shiela McCauley. I absolutely loved her. Funny, I prayed all summer going into 4th grade that I could have her as my teacher again. First day of 4th grade I walked into the class room and sure enough, I had her for 4th grade too. She just left such a positive impact, loved her students and was patient and kind. That was 1977/78. In 2014 I got to reconnect with her, have lunch and visit the old elementary school and the classrooms where she taught us. We now stay in touch through social media. "
49,Who has been your best teacher and why?,2021-10-05,"School-wise, my best teacher was my 9th grade geometry teacher. The irony is that I struggled SO much in that class but she became a mentor and confidant, and now she is my friend! We talk nearly everyday, nearly 15 years later. :) "
5,Who has been your best teacher and why?,2021-10-05,My children. They have taught me more myself & life. They have made me who I am today! ??
11,Who has been your best teacher and why?,2021-10-05,"Life experience, especially over the last year and a half. But, in the traditional sense, Mrs. McCoy from 10th grade. She was amazing."
46,Who has been your best teacher and why?,2021-10-05,"My good friend Darnell, he is like an angel sent from above, he has been here for me and my family in so many ways and I am forever greatful for everything he has walked me through and has taught me and will always continue too. "
41,Who has been your best teacher and why?,2021-10-05,Ive had quite a few amazing teachers that have made a great impact in my life. But the two that stand out to me the most would be Beth and Melissa. They helped me over come my reading disability and just became great mentors throughout my high school days!! 
4,Who has been your best teacher and why?,2021-10-05,"I have many and truly believe there is a lesson to be learned from everyone that steps into your life however, my Mom has been my greatest and best teacher. She has taught me how to self-advocate and the importance of strength and self-reliance. We used to read together when I was a child and she always taught me to explore and become the best version of myself. Im so proud of her and so grateful to call her Mom ?"
6,Who has been your best teacher and why?,2021-10-05,My parents because they are teaching me the things I actually need to know for life and preparing me for the real world! 
30,Homemade Tacos or Restaurant Tacos?,2021-10-04,Ooo I want to say homemade but restaurant tacos just hit different 
9,Homemade Tacos or Restaurant Tacos?,2021-10-04,Homemade everyday
15,Homemade Tacos or Restaurant Tacos?,2021-10-04,Homemade! 
13,Homemade Tacos or Restaurant Tacos?,2021-10-04,Homemade Tacos!!!!!! ???????
23,Homemade Tacos or Restaurant Tacos?,2021-10-04,"Depends on the restaurant, but usually restaurant"
11,Homemade Tacos or Restaurant Tacos?,2021-10-04,Im in as soon as I hear the word taco.
4,Homemade Tacos or Restaurant Tacos?,2021-10-04,Homemade all day. ??
5,Homemade Tacos or Restaurant Tacos?,2021-10-04,Definitely homemade Tacos! Ill be making them tonight.???
22,Homemade Tacos or Restaurant Tacos?,2021-10-04,homemade!!! i even have the little W shaped metal holders for my home tacos ?
20,Homemade Tacos or Restaurant Tacos?,2021-10-04,I would have to say homemade only cause of the fun of it all. Everyone is included in the cooking and building. Its a real fiesta ?
20,Which movie is the most quotable?,2021-10-03,Either Devil Wears Prada or Mean Girls 
23,Which movie is the most quotable?,2021-10-03,On October 3rd? Mean girls of course
15,Which movie is the most quotable?,2021-10-03, Dead Poets Society
5,Which movie is the most quotable?,2021-10-03,"Go ahead, make my day.? Do you feel lucky Punk??"
4,Which movie is the most quotable?,2021-10-03,I gave him everything. I was half a virgin when I met him. 
9,Which movie is the most quotable?,2021-10-03,Im gonna make him a offer he cant refuse God Father 1972
11,Which movie is the most quotable?,2021-10-03,"This is a tough call, but I would have to say either Mean Girls or The Devil Wears Prada if we are talking about the last 20 years."
6,Which movie is the most quotable?,2021-10-03,Its not about how hard you hit. Its about how hard you get hit and you keep moving forward
15,What do you wish you spent more time doing five years ago?,2021-10-02,Studying different majors
11,What do you wish you spent more time doing five years ago?,2021-10-02,Planning & Budgeting 
30,What do you wish you spent more time doing five years ago?,2021-10-02,Backpacking in the desert 
9,What do you wish you spent more time doing five years ago?,2021-10-02,Investing everything penny in Moderna
4,What do you wish you spent more time doing five years ago?,2021-10-02,"At the moment, Im at peace with where Im at and all the things Ive been able to experience and accomplish thus far. Ive always tried to be true to myself and live in an open, intentional and authentic way. To answer the question, more directly though.. I wish I had kept yoga a consistent part of my life and would love to have read more books! ? I think I would also challenge myself to be a little more free and gentle with myself! ?"
14,What vegetable do you enjoy eating most?,2021-10-01,For me it depends on whats in season
15,What vegetable do you enjoy eating most?,2021-10-01,Spinach!
5,What vegetable do you enjoy eating most?,2021-10-01,"Brussel Sprouts, I LOVE the way my husband bakes ours. ?"
11,What vegetable do you enjoy eating most?,2021-10-01,Cucumber or broccolicant decide. 
4,What vegetable do you enjoy eating most?,2021-10-01,Give me ALL the broccoli ???
5,"If you were to create a podcast, what would it be about?",2021-09-30,Teaching staff & families members about a love one dying with compassion and dignity. Teaching empathy
9,"If you were to create a podcast, what would it be about?",2021-09-30,The Haves and the have nots
40,"If you were to create a podcast, what would it be about?",2021-09-30,I would love to make a podcast that takes on the premise of Whose Line is it Anyway but just on a podcast format. It would be all the fun games and more but just more of an audio based way other then a visual way. Could still get guest celebrities and have them join the fun too!
6,"If you were to create a podcast, what would it be about?",2021-09-30,A photography podcast that brings in guest artists and talks about what its like to be a content creator 
14,"If you were to create a podcast, what would it be about?",2021-09-30,The blt show! 
11,"If you were to create a podcast, what would it be about?",2021-09-30,How people can make their homes more organized and beautiful.
22,"If you were to create a podcast, what would it be about?",2021-09-30,Just having conversations with people that are passionate about things - whatever those things are. I adore witnessing the spark in someones eyes and vibrancy in their voice when they share about their great loves and big passions. 
4,"If you were to create a podcast, what would it be about?",2021-09-30,We have one called The BLT Show on Spotify! We talk about everything nothing is off the table ???? #itsyourboyteemichael
31,What is your favorite morning beverage?,2021-09-29,I make an agave and Mexican vanilla nonfat latte every morning for myself and cuddle with my pup in my coffee chair. That is how my day starts and is my favorite part of my day. 
30,What is your favorite morning beverage?,2021-09-29,Hot cup of ? 
39,What is your favorite morning beverage?,2021-09-29,Tea
11,What is your favorite morning beverage?,2021-09-29,Coffee. More coffee please. 
14,What is your favorite morning beverage?,2021-09-29,A hot cup of English breakfast tea at home then I usually go grab a café au lait 
5,What is your favorite morning beverage?,2021-09-29,@Greenmountain Nantucket Blend Coffee!??
9,What is your favorite morning beverage?,2021-09-29,Dark roast black coffee extra hot X2
6,What is your favorite morning beverage?,2021-09-29,"H2O baby!?Im an afternoon coffee addict ??(not first thing in the morning, just a pick me up)"
4,What is your favorite morning beverage?,2021-09-29,Easy. A Hendricks Bloody Mary XTRA horseradish ??? #judgeme
5,How would your friends describe you?,2021-09-28,"Loyal, protective, compassionate. Just dont cross my path the wrong way."
23,How would your friends describe you?,2021-09-28,Probably as a bit too much ??
13,How would your friends describe you?,2021-09-28,Nosy ass bitch now run and check that
11,How would your friends describe you?,2021-09-28,"Funny, hardworking, kind, and most of alljust a little bit crazy. ? "
14,How would your friends describe you?,2021-09-28,Idk youd have to ask them
20,How would your friends describe you?,2021-09-28,I guess you would need to ask them ??
15,How would your friends describe you?,2021-09-28,Kind and caring and protective 
1,How would your friends describe you?,2021-09-28,Crazy ?
4,How would your friends describe you?,2021-09-28,A good time! ??
11,How would you describe your friends?,2021-09-27,"Fun, loyal, supportive and caring."
